val_loss,val_acc,epoch,step,train_loss,train_acc,test_loss,test_acc
0.6207737326622009,0.7555000185966492,0,599,,,,
,,0,599,0.969606339931488,0.6340333223342896,,
0.536015510559082,0.796500027179718,1,1199,,,,
,,1,1199,0.5659789443016052,0.788266658782959,,
0.4433724880218506,0.843500018119812,2,1799,,,,
,,2,1799,0.4849800765514374,0.8208500146865845,,
0.3987374007701874,0.8575000166893005,3,2399,,,,
,,3,2399,0.4346432387828827,0.8398500084877014,,
0.3740065395832062,0.8619999885559082,4,2999,,,,
,,4,2999,0.4019213616847992,0.8526666760444641,,
0.36581650376319885,0.8669999837875366,5,3599,,,,
,,5,3599,0.374584436416626,0.8629666566848755,,
0.3441667854785919,0.8690000176429749,6,4199,,,,
,,6,4199,0.3586581349372864,0.869183361530304,,
0.3417558968067169,0.8705000281333923,7,4799,,,,
,,7,4799,0.3468019664287567,0.8718666434288025,,
0.3518277108669281,0.8730000257492065,8,5399,,,,
,,8,5399,0.3351309299468994,0.8788333535194397,,
0.3235235810279846,0.878000020980835,9,5999,,,,
,,9,5999,0.3233839273452759,0.8805833458900452,,
0.3180999755859375,0.8809999823570251,10,6599,,,,
,,10,6599,0.3179914057254791,0.883483350276947,,
0.3512594401836395,0.8565000295639038,11,7199,,,,
,,11,7199,0.3123818337917328,0.8852499723434448,,
0.3151337206363678,0.8774999976158142,12,7799,,,,
,,12,7799,0.30493053793907166,0.8881833553314209,,
0.3112366795539856,0.8794999718666077,13,8399,,,,
,,13,8399,0.302143931388855,0.8895333409309387,,
0.30617815256118774,0.8870000243186951,14,8999,,,,
,,14,8999,0.29377293586730957,0.8928833603858948,,
0.315017968416214,0.8865000009536743,15,9599,,,,
,,15,9599,0.2919820249080658,0.8935499787330627,,
0.29782533645629883,0.8845000267028809,16,10199,,,,
,,16,10199,0.2862313687801361,0.8942833542823792,,
0.302718847990036,0.8884999752044678,17,10799,,,,
,,17,10799,0.28327512741088867,0.8965166807174683,,
0.315178245306015,0.8790000081062317,18,11399,,,,
,,18,11399,0.2803820073604584,0.8968833088874817,,
0.30856677889823914,0.8840000033378601,19,11999,,,,
,,19,11999,0.276360422372818,0.8974833488464355,,
0.3042389452457428,0.8899999856948853,20,12599,,,,
,,20,12599,0.270965039730072,0.8993333578109741,,
0.3052422106266022,0.8870000243186951,21,13199,,,,
,,21,13199,0.2698255181312561,0.9005833268165588,,
0.2841791808605194,0.8924999833106995,22,13799,,,,
,,22,13799,0.265547513961792,0.9014999866485596,,
0.2970472574234009,0.8914999961853027,23,14399,,,,
,,23,14399,0.26600682735443115,0.9031500220298767,,
0.27812039852142334,0.890500009059906,24,14999,,,,
,,24,14999,0.26109734177589417,0.9039999842643738,,
0.31104737520217896,0.890500009059906,25,15599,,,,
,,25,15599,0.2585042119026184,0.9043166637420654,,
0.2895209491252899,0.890999972820282,26,16199,,,,
,,26,16199,0.25715017318725586,0.9050666689872742,,
0.29710114002227783,0.8939999938011169,27,16799,,,,
,,27,16799,0.2529090940952301,0.9067999720573425,,
0.3000807464122772,0.8970000147819519,28,17399,,,,
,,28,17399,0.25291895866394043,0.9064499735832214,,
0.29306769371032715,0.8945000171661377,29,17999,,,,
,,29,17999,0.2468024641275406,0.9093166589736938,,
0.28351980447769165,0.9020000100135803,30,18599,,,,
,,30,18599,0.2479410320520401,0.9088000059127808,,
0.29333236813545227,0.9004999995231628,31,19199,,,,
,,31,19199,0.24580903351306915,0.909416675567627,,
0.27234819531440735,0.9020000100135803,32,19799,,,,
,,32,19799,0.24603237211704254,0.9090666770935059,,
0.31162989139556885,0.8855000138282776,33,20399,,,,
,,33,20399,0.24392706155776978,0.9101333618164062,,
0.295801043510437,0.9020000100135803,34,20999,,,,
,,34,20999,0.243490532040596,0.9098333120346069,,
0.28918731212615967,0.8995000123977661,35,21599,,,,
,,35,21599,0.24127615988254547,0.9108833074569702,,
0.2811739444732666,0.9010000228881836,36,22199,,,,
,,36,22199,0.23916076123714447,0.9109833240509033,,
0.30799394845962524,0.8820000290870667,37,22799,,,,
,,37,22799,0.23650750517845154,0.9130833148956299,,
0.29754382371902466,0.9010000228881836,38,23399,,,,
,,38,23399,0.2341459095478058,0.9130666851997375,,
0.2854118049144745,0.8970000147819519,39,23999,,,,
,,39,23999,0.23546326160430908,0.9121999740600586,,
0.27470362186431885,0.8974999785423279,40,24599,,,,
,,40,24599,0.2307150661945343,0.9155333042144775,,
0.27211710810661316,0.9020000100135803,41,25199,,,,
,,41,25199,0.23054559528827667,0.9153000116348267,,
0.27727413177490234,0.9039999842643738,42,25799,,,,
,,42,25799,0.23009364306926727,0.914816677570343,,
0.2718368470668793,0.9075000286102295,43,26399,,,,
,,43,26399,0.23047122359275818,0.9137666821479797,,
0.28469476103782654,0.9024999737739563,44,26999,,,,
,,44,26999,0.2275197058916092,0.9171500205993652,,
0.2776901423931122,0.9014999866485596,45,27599,,,,
,,45,27599,0.22599701583385468,0.9159500002861023,,
0.2863137125968933,0.9039999842643738,46,28199,,,,
,,46,28199,0.2260974943637848,0.9154000282287598,,
0.2738952338695526,0.9004999995231628,47,28799,,,,
,,47,28799,0.2240581065416336,0.9172000288963318,,
0.2950159013271332,0.8989999890327454,48,29399,,,,
,,48,29399,0.22587057948112488,0.9153666496276855,,
0.2779504358768463,0.9045000076293945,49,29999,,,,
,,49,29999,0.22305117547512054,0.9180499911308289,,
0.27470749616622925,0.906499981880188,50,30599,,,,
,,50,30599,0.22249922156333923,0.9172833561897278,,
0.2726830840110779,0.9020000100135803,51,31199,,,,
,,51,31199,0.21974915266036987,0.9193333387374878,,
0.2746120095252991,0.9045000076293945,52,31799,,,,
,,52,31799,0.22323910892009735,0.9174333214759827,,
0.27286842465400696,0.902999997138977,53,32399,,,,
,,53,32399,0.22053813934326172,0.9185666441917419,,
0.28368285298347473,0.902999997138977,54,32999,,,,
,,54,32999,0.2185257226228714,0.9187333583831787,,
0.2664666175842285,0.9054999947547913,55,33599,,,,
,,55,33599,0.21467351913452148,0.9201499819755554,,
0.27431151270866394,0.9075000286102295,56,34199,,,,
,,56,34199,0.21472366154193878,0.9212499856948853,,
0.27486515045166016,0.9004999995231628,57,34799,,,,
,,57,34799,0.2142515778541565,0.9199166893959045,,
0.2718401551246643,0.9075000286102295,58,35399,,,,
,,58,35399,0.21638107299804688,0.9208999872207642,,
0.2571580410003662,0.9190000295639038,59,35999,,,,
,,59,35999,0.21302007138729095,0.9209833145141602,,
0.27339398860931396,0.9089999794960022,60,36599,,,,
,,60,36599,0.21231044828891754,0.9212833046913147,,
0.27573108673095703,0.9004999995231628,61,37199,,,,
,,61,37199,0.21061162650585175,0.9217000007629395,,
0.27798548340797424,0.9079999923706055,62,37799,,,,
,,62,37799,0.21179065108299255,0.9212833046913147,,
0.2911098301410675,0.906499981880188,63,38399,,,,
,,63,38399,0.21087893843650818,0.9213666915893555,,
0.2824992537498474,0.9010000228881836,64,38999,,,,
,,64,38999,0.210473895072937,0.9229333400726318,,
0.2647131681442261,0.9135000109672546,65,39599,,,,
,,65,39599,0.2071847766637802,0.9235166907310486,,
0.26502662897109985,0.9169999957084656,66,40199,,,,
,,66,40199,0.20878705382347107,0.9230666756629944,,
0.2853895127773285,0.8970000147819519,67,40799,,,,
,,67,40799,0.2072134017944336,0.9236833453178406,,
0.27458059787750244,0.9160000085830688,68,41399,,,,
,,68,41399,0.20572532713413239,0.9232333302497864,,
0.28639453649520874,0.9100000262260437,69,41999,,,,
,,69,41999,0.2040410190820694,0.9238333106040955,,
0.2748732566833496,0.9045000076293945,70,42599,,,,
,,70,42599,0.20673605799674988,0.9234166741371155,,
0.27494803071022034,0.9135000109672546,71,43199,,,,
,,71,43199,0.2046363651752472,0.9241666793823242,,
0.27811017632484436,0.9114999771118164,72,43799,,,,
,,72,43799,0.20418626070022583,0.9244833588600159,,
0.2756786048412323,0.9049999713897705,73,44399,,,,
,,73,44399,0.20548094809055328,0.9250666499137878,,
0.2666710913181305,0.9120000004768372,74,44999,,,,
,,74,44999,0.20119936764240265,0.9251000285148621,,
0.2787633538246155,0.9049999713897705,75,45599,,,,
,,75,45599,0.20299090445041656,0.9252333045005798,,
0.2906843423843384,0.8995000123977661,76,46199,,,,
,,76,46199,0.20378459990024567,0.9241999983787537,,
0.29310348629951477,0.8955000042915344,77,46799,,,,
,,77,46799,0.19971561431884766,0.9257166385650635,,
0.27179035544395447,0.909500002861023,78,47399,,,,
