val_loss,val_acc,epoch,step,train_loss,train_acc,test_loss,test_acc
0.5213040709495544,0.8080000281333923,0,599,,,,
,,0,599,0.8270515203475952,0.6851666569709778,,
0.4245198965072632,0.8385000228881836,1,1199,,,,
,,1,1199,0.460483193397522,0.8316500186920166,,
0.39561301469802856,0.8504999876022339,2,1799,,,,
,,2,1799,0.38369810581207275,0.8603666424751282,,
0.37034985423088074,0.8629999756813049,3,2399,,,,
,,3,2399,0.3460155129432678,0.8734999895095825,,
0.3436259925365448,0.8744999766349792,4,2999,,,,
,,4,2999,0.32071998715400696,0.8806833624839783,,
0.3316001892089844,0.8705000281333923,5,3599,,,,
,,5,3599,0.3014148771762848,0.8894666433334351,,
0.3377583622932434,0.871999979019165,6,4199,,,,
,,6,4199,0.2848638892173767,0.8958333134651184,,
0.3427802324295044,0.8709999918937683,7,4799,,,,
,,7,4799,0.2734471261501312,0.8992999792098999,,
0.31791815161705017,0.878000020980835,8,5399,,,,
,,8,5399,0.2625150978565216,0.9038500189781189,,
0.3061762750148773,0.8899999856948853,9,5999,,,,
,,9,5999,0.2521301209926605,0.9072666764259338,,
0.3261477053165436,0.8870000243186951,10,6599,,,,
,,10,6599,0.2448742836713791,0.909583330154419,,
0.3023131787776947,0.8889999985694885,11,7199,,,,
,,11,7199,0.235615536570549,0.9133999943733215,,
0.29861360788345337,0.8855000138282776,12,7799,,,,
,,12,7799,0.22955386340618134,0.915316641330719,,
0.31003421545028687,0.8914999961853027,13,8399,,,,
,,13,8399,0.22223004698753357,0.918483316898346,,
0.30780932307243347,0.8884999752044678,14,8999,,,,
,,14,8999,0.21602323651313782,0.9192166924476624,,
0.2995752692222595,0.8970000147819519,15,9599,,,,
,,15,9599,0.20913589000701904,0.9216833114624023,,
0.29818329215049744,0.8995000123977661,16,10199,,,,
,,16,10199,0.20633520185947418,0.9235166907310486,,
0.3138006031513214,0.8914999961853027,17,10799,,,,
,,17,10799,0.19715499877929688,0.9277833104133606,,
0.3093476891517639,0.8884999752044678,18,11399,,,,
,,18,11399,0.1924924999475479,0.9289666414260864,,
0.3250982463359833,0.8924999833106995,19,11999,,,,
,,19,11999,0.18920385837554932,0.9299833178520203,,
0.30414167046546936,0.8939999938011169,20,12599,,,,
,,20,12599,0.1847715526819229,0.9313333630561829,,
0.2834283709526062,0.8995000123977661,21,13199,,,,
,,21,13199,0.17924141883850098,0.9336166381835938,,
0.3125743269920349,0.8945000171661377,22,13799,,,,
,,22,13799,0.1737242192029953,0.935366690158844,,
0.33777835965156555,0.887499988079071,23,14399,,,,
,,23,14399,0.17122197151184082,0.9362166523933411,,
0.3312196731567383,0.8880000114440918,24,14999,,,,
,,24,14999,0.16580216586589813,0.9383333325386047,,
0.3141801059246063,0.8914999961853027,25,15599,,,,
,,25,15599,0.1621197909116745,0.9391999840736389,,
0.31665557622909546,0.8989999890327454,26,16199,,,,
,,26,16199,0.15823853015899658,0.9412999749183655,,
0.30838915705680847,0.9054999947547913,27,16799,,,,
,,27,16799,0.15546970069408417,0.9422666430473328,,
0.31662631034851074,0.8985000252723694,28,17399,,,,
,,28,17399,0.15177637338638306,0.9431999921798706,,
0.35136812925338745,0.8945000171661377,29,17999,,,,
,,29,17999,0.14879876375198364,0.9436666369438171,,
0.3341386914253235,0.8970000147819519,30,18599,,,,
,,30,18599,0.14498701691627502,0.9455000162124634,,
0.3220943510532379,0.8999999761581421,31,19199,,,,
,,31,19199,0.1398966908454895,0.9478166699409485,,
0.32235071063041687,0.8985000252723694,32,19799,,,,
,,32,19799,0.13758336007595062,0.948033332824707,,
0.3351631760597229,0.8960000276565552,33,20399,,,,
,,33,20399,0.1348588913679123,0.9494500160217285,,
0.33812442421913147,0.8980000019073486,34,20999,,,,
,,34,20999,0.13227196037769318,0.9504833221435547,,
0.34336012601852417,0.8964999914169312,35,21599,,,,
,,35,21599,0.1270877718925476,0.9522500038146973,,
0.3530270457267761,0.8960000276565552,36,22199,,,,
,,36,22199,0.12662024796009064,0.9523833394050598,,
0.33764511346817017,0.8995000123977661,37,22799,,,,
,,37,22799,0.12328165769577026,0.9544333219528198,,
0.35713279247283936,0.8995000123977661,38,23399,,,,
,,38,23399,0.11992529779672623,0.9545333385467529,,
0.35677075386047363,0.8995000123977661,39,23999,,,,
,,39,23999,0.11853129416704178,0.9554499983787537,,
0.35263094305992126,0.8939999938011169,40,24599,,,,
,,40,24599,0.11522766202688217,0.9563999772071838,,
0.38847050070762634,0.8934999704360962,41,25199,,,,
,,41,25199,0.11130604892969131,0.9574999809265137,,
0.3882562816143036,0.8930000066757202,42,25799,,,,
,,42,25799,0.10999490320682526,0.9587666392326355,,
0.4041873812675476,0.8985000252723694,43,26399,,,,
,,43,26399,0.10817670077085495,0.9589333534240723,,
0.391592413187027,0.8884999752044678,44,26999,,,,
,,44,26999,0.1050998792052269,0.9600333571434021,,
0.3793915808200836,0.8934999704360962,45,27599,,,,
,,45,27599,0.1039445772767067,0.9610166549682617,,
0.37793058156967163,0.8999999761581421,46,28199,,,,
,,46,28199,0.10098686814308167,0.9618666768074036,,
0.4263165593147278,0.8930000066757202,47,28799,,,,
,,47,28799,0.09994276612997055,0.9618499875068665,,
0.4070450961589813,0.8999999761581421,48,29399,,,,
,,48,29399,0.09817222505807877,0.9630500078201294,,
